;Company;Symbol
240;Altice USA Inc Class A;ATUS
241;Acorn International;ATV
242;Anglogold Ashanti Ltd;AU
243;Au Optronics Corp;AUO
244;Yamana Gold;AUY
245;Avista Corp;AVA
246;Grupo Aval Acciones Y Valores S;AVAL
247;Avalonbay Communities;AVB
248;American Vanguard Corp;AVD
249;Avianca Holdings S.A.;AVH
250;Advent Claymore Convertible Securities;AVK
251;Avon Products;AVP
252;Avnet Inc;AVT
253;Avx Corp;AVX
254;Avery Dennison Corp;AVY
255;Avaya Holdings Corp;AVYA
256;Alliancebernstein Global High Income Fund;AWF
257;Armstrong World Industries Inc;AWI
258;American Water Works;AWK
259;Alpine Global Premier Propertie;AWP
260;American States Water Company;AWR
261;Anixter International Inc;AXE
262;American Axle & Manufacturing;AXL
263;American Express Company;AXP
264;Amrep Corp;AXR
265;Axis Capital Holdings;AXS
266;Axis Capital Holdings Ltd;AXS-D
267;Axis Capital Holdings Ltd;AXS-E
268;Axalta Coating Systems Ltd;AXTA
269;Acuity Brands Inc;AYI
270;Aircastle Ltd;AYR
271;Alteryx Inc;AYX
272;Astrazeneca Plc;AZN
273;Autozone;AZO
274;Azure Power Global Ltd;AZRE
275;Azul S.A. ADR;AZUL
276;Azz Inc;AZZ
277;Barnes Group;B
278;Boeing Company;BA
279;Alibaba Group Holding Ltd;BABA
280;Bank of America Corp;BAC
281;Bank of America Corp;BAC-A
282;Bank of America Corp;BAC-C
283;Bac Dep Share D;BAC-D
284;Bank Amer Corp Dep R;BAC-E
285;Bank Amer Corp Pfd;BAC-I
286;Bank Amer Pfd Ser L;BAC-L
287;Bank of America Corp;BAC-W
288;Bank of America Corp;BAC-Y
289;Bank of America Corporation Bac;BAC.A
290;Bank of America Corporation Bac;BAC.B
291;Blackrock Income Inv Quality Trust;BAF
292;Booz Allen Hamilton Holding Corp;BAH
293;Braskem S.A.;BAK
294;Brookfield Asset Management Inc;BAM
295;Banc of California Inc Deposi;BAN-C
296;Bank of California Inc Pref Share Series D;BAN-D
297;Banc of California Inc;BAN-E
298;First Pactrust Bancorp;BANC
299;Credicorp Ltd;BAP
300;Basic Energy Services;BAS
301;Baxter International Inc;BAX
302;Blackberry Ltd;BB
303;Banco Bradesco S.A.;BBD
304;Banco Bradesco S.A.;BBDO
305;Blackrock Muni Income Trust;BBF
306;Bill Barrett Corp;BBG
307;Blackrock Muni Trust;BBK
308;Bhp Billiton Plc;BBL
309;Balckrock Build America Trust;BBN
310;BB&T Corp;BBT
311;BB&T Corp;BBT-D
312;BB&T Corp;BBT-E
313;BB&T Corp;BBT-F
314;BB&T Corporation Ser G;BBT-G
315;BB&T Corp;BBT-H
316;Brookfield Business Partners LP;BBU
317;Banco Bilbao Viscaya Argentaria S.A.;BBVA
318;Build-A-Bear Workshop;BBW
319;Bbx Capital Corp;BBX
320;Best Buy Co;BBY
321;Brunswick Corp;BC
322;Boise Cascade L.L.C.;BCC
323;BCE Inc;BCE
324;Bonanza Creek Energy Inc;BCEI
325;Banco De Chile;BCH
326;Brink's Company;BCO
327;Blue Capital Reinsurance Holdi;BCRH
328;Barclays Plc;BCS
329;Barclays Bank Plc;BCS-D
330;Blackrock Resources;BCX
331;Belden Inc;BDC
332;Belden Inc;BDC-B
333;Blackrock Enhanced Dividend Achievers;BDJ
334;Brandywine Realty Trust;BDN
335;Becton Dickinson and Company;BDX
336;Becton Dickinson & Co;BDXA
337;Bright Scholar Education Holdings Ltd;BEDU
338;Belmond Ltd;BEL
339;Franklin Resources;BEN
340;Brookfield Renewable;BEP
341;Berry Global Group;BERY
342;Brown Forman Inc A;BF.A
343;Brown Forman Inc B;BF.B
344;Bright Horizons Family Solutions Inc;BFAM
345;Blackrock Muni Income Trust;BFK
346;Blackrock Florida Muni 2020 Trust;BFO
347;Bbva Banco Frances S.A.;BFR
348;Saul Centers;BFS
349;Saul Centers Inc;BFS-C
350;Saul Centers Inc Dep Shs Repstg 1/100Th Pfd Ser;BFS-D
351;Blackrock California Muni Trust;BFZ
352;Bunge Ltd;BG
353;Blackstone / Gso Strategic Cre;BGB
354;General Cable Corp;BGC
355;Bgc Partners Inc;BGCA
356;Briggs & Stratton Corp;BGG
357;Babson Capital Global Short Du;BGH
358;Blackrock 2022 Global Income Opportunity Trust;BGIO
359;Blackrock Energy and Resources Trust;BGR
360;B&G Foods Holdings;BGS
361;Blackrock Global;BGT
362;Blackstone Gso Long Short Credit Fund;BGX
363;Blackrock International;BGY
364;Biglari Holdings Inc;BH
365;Benchmark Electronics;BHE
366;Baker Hughes A Ge Co. Cl. A;BHGE
367;Blackrock Core Trust;BHK
368;Berkshire Hills Bancorp;BHLB
369;Bhp Billiton Ltd;BHP
370;Biohaven Pharmaceutical Holding Company Ltd;BHVN
371;Sotheby's Holdings;BID
372;Boulder Growth & Income Fund Inc;BIF
373;Big Lots;BIG
374;Bio-Rad Laboratories;BIO
375;Bio Rad Labs Cl B;BIO.B
376;Brookfield Infrastructure Partners LP;BIP
377;Blackrock Multi-Sector Income T;BIT
378;Bitauto Holdings Ltd;BITA
379;Blackrock California Muni 2018 Trust;BJZ
380;Bank of New York Mellon Corp;BK
381;The Bank of New York Mellon Co;BK-C
382;Brookdale Senior Living Inc;BKD
383;Buckle Inc;BKE
384;Black Hills Corp;BKH
385;Black Hills Corp;BKHU
386;Black Knight Inc;BKI
387;Blackrock Muni 2020 Trust;BKK
388;Blackrock Investment Quality Municipal;BKN
389;Barnes & Noble;BKS
390;Blackrock Income Trust Inc;BKT
391;BankUnited Inc;BKU
392;Topbuild Corp;BLD
393;Blackrock New York Muni 2018 Trust;BLH
394;Blackrock;BLK
395;Ball Corp;BLL
396;Blackrock Limited Duration Income Trust;BLW
397;Banco Latinoamericano De Comercio;BLX
398;Banco Macro S.A.;BMA
399;Blackrock Health Sciences Trust;BME
400;Badger Meter;BMI
401;Bank America Dep G;BML-G
402;Bank America Dep H;BML-H
403;Bank America Dep I;BML-I
404;Bank America Dep J;BML-J
405;Bank America Dep L;BML-L
406;Bank of Montreal;BMO
407;Bemis Company;BMS
408;Bristol-Myers Squibb Company;BMY
409;Barnes & Noble Education Inc C;BNED
410;Blackrock New Jersey Muni Income Trust;BNJ
411;Bank of Nova Scotia;BNS
412;Blackrock New York Muni Trust Inc;BNY
413;Blackrock Global;BOE
414;Bank of Hawaii Corp;BOH
415;Boot Barn Holdings Inc;BOOT
416;China New Borun Corp;BORN
417;Box Inc;BOX
418;BP Plc;BP
419;Bridgepoint Education;BPI
420;Blackrock Muni 2018 Trust;BPK
421;Buckeye Partners LP;BPL
422;BP Midstream Partners LP;BPMP
423;BP Prudhoe Bay Royalty Trust;BPT
424;Blackrock New York Muni Trust;BQH
425;Broadridge Financial Solutions Llc;BR
426;Brady Corp;BRC
427;Brf-Brasil Foods S.A.;BRFS
428;Berkshire Hath Hld A;BRK.A
429;Berkshire Hath Hld B;BRK.B
430;Brown & Brown;BRO
431;Bristow Group Inc;BRS
432;Global Brass and Copper Holdin;BRSS
433;BRT Realty Trust;BRT
434;Brixmor Property Group Inc;BRX
435;Banco Santander Chile ADR;BSAC
436;Banco Santander Brasil S.A.;BSBR
437;Blackrock Strategic Muni Trust Inc;BSD
438;Blackrock New York Muni Income Trust;BSE
439;Blackstone Gso Senior Floating Rate;BSL
440;Black Stone Minerals LP;BSM
441;Grupo Financiero Santander Mexico;BSMX
442;Blackrock Science and Technolo;BST
443;Best Inc ADR;BSTI
444;Boston Scientific Corp;BSX
445;Bt Group Plc;BT
446;Blackrock Long-Term Muni Advantage Trust;BTA
447;Baytex Energy Corp;BTE
448;British American Tobacco Industries;BTI
449;John Hancock Bank and Thrift Fund;BTO
450;Blackrock Municipal Target Term;BTT
451;Peabody Energy Corp;BTU
452;Blackrock Preferred;BTZ
453;Anheuser-Busch Inbev S.A.;BUD
454;Blackrock Utility and Infrastr;BUI
455;Burlington Stores Inc;BURL
456;Compania Mina Buenaventura S.A.;BVN
457;Babcock & Wilcox Enterprises I;BW
458;Borgwarner Inc;BWA
459;Legg Mason Bw Global Income Op;BWG
460;Boardwalk Pipeline Partners LP;BWP
461;Bwx Technologies Inc;BWXT
462;The Blackstone Group LP;BX
463;Bluelinx Holdings Inc;BXC
464;Bellatrix Exploration Ltd;BXE
465;Bluegreen Vacations Corporation;BXG
466;Blackstone Mortgage Trust Inc Cl A;BXMT
467;Nuveen Equity Premium;BXMX
468;Boston Properties;BXP
469;Boston Properties Inc;BXP-B
470;Bancorpsouth Inc;BXS
471;Byline Bancorp Inc;BY
472;Boyd Gaming Corp;BYD
473;Blackrock Muni Income Quality Trust;BYM
474;Beazer Homes USA;BZH
475;Citigroup Inc;C
476;Citigroup Inc Prfd C 5.8 P12/31/49 +C;C-C
477;Citigroup Inc Prfd C V7.125 P12/31/49 J;C-J
478;Citigroup Inc Prfd C V6.875 P12/31/49 K;C-K
479;Citigroup Inc Prfd C 6.875 P12/31/49 L;C-L
480;Citigroup Cap Prfd C V7.875 10/30/40;C-N
481;Citigroup Inc Prfd C 6.3;C-S
482;Citigroup Inc Wrnt 'A';C.A
483;Corporacion America Airports Sa;CAAP
484;Cable One Inc;CABO
485;Caci International;CACI
486;Cadence Bancorporation Class A;CADE
487;Cae Inc;CAE
488;Morgan Stanley China A Share Fund Inc;CAF
489;Conagra Brands Inc;CAG
490;Cardinal Health;CAH
491;Cai International;CAI
492;Canon Inc;CAJ
493;Caleres Inc;CAL
494;Calix Inc;CALX
495;Crossamerica Partners LP;CAPL
496;Cars.Com Inc;CARS
497;Caterpillar Inc;CAT
498;Cato Corp;CATO
499;Chubb Ltd;CB
500;Clearbridge American Energy ML;CBA
501;Cincinnati Bell Inc;CBB
502;Cincinnati Bell Pr B;CBB-B
503;Companhia Brasileira De Distribuicao;CBD
504;CBRE Group Inc;CBG
505;Allianzgi Convertible Income 2024 Target Term Fu;CBH
506;Chicago Bridge & Iron Company N.V.;CBI
507;Christopher & Banks Corp;CBK
508;Cbl & Associates Properties;CBL
509;Cbl Pfd D;CBL-D
510;Cbl & Associates Properties I;CBL-E
511;Cambrex Corp;CBM
512;Cbo Common Stock;CBO
513;Continental Building Products;CBPX
514;CBS Corp;CBS
515;CBS Corp;CBS.A
516;Cabot Corp;CBT
517;Community Bank System;CBU
518;Cbx [Listing Market NYSE Test];CBX
519;Cbiz Inc;CBZ
520;Chemours Company;CC
521;Calgon Carbon Corp;CCC
522;Coca Cola European Partners;CCE
523;Crown Castle International Corp;CCI
524;Crown Castle International Corp;CCI-A
525;Cameco Corp;CCJ
526;Crown Cork & Seal Company;CCK
527;Carnival Corp;CCL
528;Concord Medical Services;CCM
529;Clear Channel Outdoor Holdings;CCO
530;Consol Coal Resources LP;CCR
531;Century Communities Inc;CCS
532;Corporate Capital Trust Inc;CCT
533;Compania Cervecerias Unidas S.A.;CCU
534;Comcast Corp;CCZ
535;Coeur Mining Inc;CDE
536;Cedar Shopping Centers Inc;CDR
537;Cedar Realty Trust Inc;CDR-B
538;Cedar Realty Trust Inc;CDR-C
539;Celanese Corp;CE
540;China Eastern Airlines Corp Ltd;CEA
541;Central Europe and Russia Fund;CEE
542;Consol Energy Inc;CEIX
543;Cellcom Israel;CEL
544;Cypress Energy Partners LP;CELP
545;Clearbridge Energy MLP Fund Inc;CEM
546;Center Coast MLP & Infrastructure;CEN
547;Cnooc Ltd;CEO
548;Central Puerto S.A. ADR;CEPU
549;Crestwood Equity Partners LP;CEQP
550;Cf Industries Holdings;CF
551;Countrywide Cap V;CFC-B
552;Citizens Financial Group Inc/Ri;CFG
553;Cullen/Frost Bankers;CFR
554;Cullen/Frost Bankers Inc;CFR-A
555;Colfax Corp;CFX
556;China Green Agriculture;CGA
557;Compagnie Generale De Gephysqu;CGG
558;Celadon Group;CGI
559;China Telecom Corp Ltd;CHA
560;Community Healthcare Trust Inc;CHCT
561;Church & Dwight Company;CHD
562;Chemed Inc;CHE
563;Chegg Inc;CHGG
564;Choice Hotels International;CHH
565;Chesapeake Energy Corp;CHK
566;Chesapeake En Cv Pfd;CHK-D
567;Chesapeake Granite Wash Trust;CHKR
568;China Mobile [Hong Kong] Ltd;CHL
569;Cherry Hill Mortgage Investment Corp;CHM-A
570;Cherry Hill Mortgage Investmen;CHMI
571;China Fund;CHN
572;Chico's Fas;CHS
573;Chesapeake Lodging Trust;CHSP
574;Chunghwa Telecom Co Ltd;CHT
575;China Unicom [Hong Kong] Ltd;CHU
576;Cigna Corp;CI
577;Citizens Inc;CIA
578;Bancolombia S.A.;CIB
579;Capitol Investment Corp IV;CIC
580;Capitol Investment Corp IV Units;CIC.U
581;Capitol Investment Corp IV Wrnt;CIC.W
582;Ciena Corp;CIEN
583;Colonial Intermediate High;CIF
584;Comp En De Mn Cemig ADR;CIG
585;Comp En De Mn Cemig Class C ADR;CIG.C
586;Blackrock Capital and Income Strategies;CII
587;Chimera Investment Corp;CIM
588;Chimera Investment Corp;CIM-A
589;Chimera Investment Corp;CIM-B
590;Ciner Resources LP;CINR
591;City Office REIT Inc;CIO
592;City Office REIT Inc;CIO-A
593;Circor International;CIR
594;Cision Ltd;CISN
595;Cit Group Inc [Del];CIT
596;Civitas Solutions Inc;CIVI
597;C&J Energy Services Inc;CJ
598;Seacor Smit Inc;CKH
599;Colgate-Palmolive Company;CL
600;Core Laboratories N.V.;CLB
601;Cloud Peak Energy Inc;CLD
602;Cloudera Inc;CLDR
603;Chatham Lodging Trust [Reit];CLDT
604;Cleveland-Cliffs Inc;CLF
605;Corelogic;CLGX
606;Clean Harbors;CLH
607;Mack-Cali Realty Corp;CLI
608;Colony Financial Inc Perp Pfd;CLN-B
609;Colony Northstar [Clnspd];CLN-D
610;Colony Northstar [Clnspe];CLN-E
611;Colony Northstar [Clnspg];CLN-G
612;Colony Northstar [Clnsph];CLN-H
613;Colony Northstar Inc. 7.15% Series I Pfd;CLN-I
614;Colony Northstar Inc Cum Red Perp Pfd Ser J;CLN-J
615;Colony Northstar Credit Real Estate Inc. Class;CLNC
616;Colony Northstar Inc;CLNS
617;Clipper Realty Inc;CLPR
618;Continental Resources;CLR
619;Celestica Inc;CLS
620;Clearwater Paper Corp;CLW
621;Clorox Company;CLX
622;Canadian Imperial Bank of Commerce;CM
623;Comerica Inc;CMA
624;Comerica Inc;CMA.W
625;Commercial Metals Company;CMC
626;Cheetah Mobile Inc;CMCM
627;Cantel Medical;CMD
628;Chipotle Mexican Grill;CMG
629;Cummins Inc;CMI
630;Capstead Mortgage Corp;CMO
631;Capstead Mortgage Corp;CMO-E
632;Compass Minerals Intl Inc;CMP
633;Costamare Inc Perpetual Prefer;CMR-B
634;Costamare Inc Perpetual Prefer;CMR-C
635;Costamare Inc 8.75% Series D Cum Perp Pref;CMR-D
636;Costamare Inc. Pfd;CMR-E
637;Costamare Inc;CMRE
638;Cms Energy Corp;CMS
639;Consumers Engry 4.50;CMS-B
640;Colonial Muni Income Trust;CMU
641;Cna Financial Corp;CNA
642;Centene Corp;CNC
643;Conduent Inc;CNDT
644;CNH Industrial N.V.;CNHI
645;Canadian National Railway Company;CNI
646;Cinemark Holdings Inc;CNK
647;Cannae Holdings Inc;CNNE
648;Cno Financial Group;CNO
649;Centerpoint Energy Inc;CNP
650;Canadian Natural Resources;CNQ
651;Cohn & Steers Inc;CNS
652;CNX Resources Corp;CNX
653;CNX Midstream Partners LP;CNXM
654;China Cord Blood Corp;CO
655;Compass Diversified Holdings Pfd Ser A;COD-A
656;Compass Diversified Holdings;CODI
657;China Online Education Group;COE
658;Capital One Financial Corp;COF
659;Capital One Financial Corporat;COF-C
660;Capital One Financial Corporat;COF-D
661;Capital One Financial Corporat;COF-F
662;Capital One Financial Corp;COF-G
663;Capital One Financial Corp Pfd;COF-H
664;Capital One Financial Corp Pfd;COF-P
665;Capital One Financial Corp;COF.W
666;Cabot Oil & Gas Corp;COG
667;Rockwell Collins;COL
668;Americold Realty Trust;COLD
669;Cooper Companies;COO
670;Conocophillips;COP
671;Coresite Realty Corp;COR
672;Corenergy Infrastructure Trust Inc Dep. Pfd;COR-Z
673;Corenergy Infrastructure Trust Inc;CORR
674;Cott Corp;COT
675;Cotiviti Holdings;COTV
676;Coty Inc;COTY
677;Canadian Pacific Railway;CP
678;Copa Holdings S.A.;CPA
679;Cementos Pacasmayo S.A.A;CPAC
680;Campbell Soup Company;CPB
681;Callon Petroleum Company;CPE
682;Callon Petroleum Company Prefer;CPE-A
683;Central Pacific Financial Co;CPF
684;Crescent Pt Energy;CPG
685;Chesapeake Utilities Corp;CPK
686;Cpfl Energia S.A.;CPL
687;Calpine Corp;CPN
688;Cooper Std Hldg Inc;CPS
689;Camden Property Trust;CPT
690;Crane Company;CR
691;California Resources Corporatio;CRC
692;Care.Com Inc;CRCM
693;Crawford Co Cl A;CRD.A
694;Crawford Co Cl B;CRD.B
695;CRH Plc;CRH
696;Carter's Inc;CRI
697;Comstock Resources;CRK
698;Charles River Laboratories Intl;CRL
699;Salesforce.Com Inc;CRM
700;Carbo Ceramics;CRR
701;Carpenter Technology Corp;CRS
702;Cross Timbers Royalty Trust;CRT
703;Cryolife;CRY
704;Credit Suisse Group;CS
705;Carlisle Companies Inc;CSL
706;Castlight Health Inc;CSLT
707;Csra Inc;CSRA
708;Css Industries;CSS
709;Constellium N.V.;CSTM
710;Capital Senior Living Corp;CSU
711;Carriage Services;CSV
712;Qwest Corp;CTAA
713;Cooper Tire & Rubber Company;CTB
714;Qwest Corp;CTBB
715;Qwest Corporation 6.75% Notes Due 2057;CTDD
716;Centurylink;CTL
717;Catalent Inc;CTLT
718;Clearbridge Energy MLP Fund In;CTR
719;Cts Corp;CTS
720;Catchmark Timber Trust Inc;CTT
721;Qwest Corp;CTU
722;Qwest Corp;CTV
723;Qwest Corp;CTW
724;Qwest Corp;CTX
725;Qwest Corp;CTY
726;Qwest Corporation 6.625% Notes;CTZ
727;Cubic Corp;CUB
728;Customers Bancorp Inc Perp Pref Series C;CUB-C
729;Customers Bancorp Inc;CUB-D
730;Customers Bancorp Inc;CUB-E
731;Customers Bancorp Inc Prf;CUB-F
732;Cubesmart;CUBE
733;Customers Bancorp;CUBI
734;Customers Bancorp Inc;CUBS
735;Carnival Plc ADR;CUK
736;Culp Inc;CULP
737;Curo Group Holdings Corp;CURO
738;Cousins Properties Inc;CUZ
739;Covanta Holding Corp;CVA
740;Cenovus Energy Inc;CVE
741;Civeo Corp;CVEO
742;Convergys Corp;CVG
743;Cvr Energy Inc;CVI
744;Carvana Co. Class A;CVNA
745;Cvr Refining LP;CVRR
746;CVS Corp;CVS
747;Chevron Corp;CVX
748;Curtiss-Wright Corp;CW
749;Camping World Holdings Inc;CWH
750;California Water Service Group Holding;CWT
