;Company;Symbol
84;Wells Fargo 2X Bus Dv Cm ETN UBS E-Tracs;BDCL
85;Wells Fargo Bus Dev Comp ETN;BDCS
86;Etracs Wells Fargo Business Dev ETN;BDCZ
87;DB Base Metals 2X ETN Powershares;BDD
88;Flanigan's Enterprises;BDL
89;Blonder Tongue Laboratories;BDR
90;Energy Commodity Longer Dated Strategy ETF;BEF
91;Aptus Behavioral Momentum ETF;BEMO
92;Bernstein U.S. Research Fund;BERN
93;Barron's 400;BFOR
94;Blackrock New York Muni Trust II;BFY
95;Birks Group Inc;BGI
96;Bg Staffing;BGSF
97;Bar Harbor Bankshares;BHB
98;Blackrock Virginia Muni Trust;BHV
99;Inspire 100 ETF;BIBL
100;1-3 Month T-Bill Barclays Capital SPDR;BIL
101;Interm Term Bond ETF Vanguard;BIV
102;Bdc Income Vaneck ETF;BIZD
103;Nickel Subindex Total Return ETN;BJJN
104;Gaming ETF Vaneck;BJK
105;Coffee Subindex TR ETF Ipatha Series B Bloomberg;BJO
106;BRIC Index MSCI Ishares;BKF
107;Bancorp of New Jersey Inc;BKJ
108;Senior Loan Portfolio Powershares;BKLN
109;Blackrock Muni Income Trust II;BLE
110;Inspire Global Hope Large Cap ETF;BLES
111;Virtus Dynamic Credit ETF;BLHY
112;Blackrock New Jersey Muni Trust;BLJ
113;Precious Metals Pure Beta ETN Ipath;BLNG
114;Amplify Transformational Data Sharing ETF;BLOK
115;Long Term Bond Index ETF Vanguard;BLV
116;Total Bond Market ETF Vanguard;BND
117;Flexshares Core Select Bond Fund;BNDC
118;US Brent Oil;BNO
119;Ultra DJ-UBS Natural Gas Proshares;BOIL
120;DB Base Metals -2X ETN Powershares;BOM
121;Total Return ETF Pimco;BOND
122;NYSE Pickens Oil Response ETF;BOON
123;G-X Founder-Run Companies ETF;BOSS
124;Biopharmx Corporatio;BPMX
125;Brazil Smallcap ETF Vaneck;BRF
126;Bluerock Residential Growth Rei;BRG
127;Bluerock Residential Growth Rei;BRG-A
128;Bluerock Residential Growth REIT Inc;BRG-C
129;Bluerock Residential Growth REIT Inc;BRG-D
130;Bernstein Global Research Fund;BRGL
131;Barnwell Industries;BRN
132;Direxion Brazil Bull 3X;BRZU
133;2018 Corp Bond Bulletshares Guggenheim;BSCI
134;2019 Corp Bond Bulletshares Guggenheim;BSCJ
135;2020 Corp Bond Bulletshares Guggenheim;BSCK
136;2021 Corp Bond ETF Bulletshares Guggenheim;BSCL
137;2022 Corp Bond ETF Bulletshares Guggenheim;BSCM
138;2023 Corp Bond ETF Bulletshares Guggenheim;BSCN
139;2024 Corp Bond ETF Bulletshares Guggenheim;BSCO
140;2025 Corp Bond ETF Bulletshares Guggenheim;BSCP
141;2026 Corporate Bond ETF Bulletshares Guggenheim;BSCQ
142;Guggenheim Bulletshares 2027 Corporate Bond ETF;BSCR
143;2018 HY C Bd ETF Bulletshares Guggenheim;BSJI
144;2019 High Yld Corp Bond ETF Bulletshares Guggenh;BSJJ
145;2020 High Yld Corp Bond ETF Bulletshares Guggenh;BSJK
146;2021 High Yld Corp Bond ETF Bulletshares Guggenh;BSJL
147;2022 High Yld Corp Bond ETF Bulletshares Guggenh;BSJM
148;2023 High Yld Corp Bond ETF Bulletshares Guggenh;BSJN
149;2024 High Yld Corp Bd ETF Bulletshares Guggenhei;BSJO
150;Claymore Exchange-Traded Fund Trust ETF;BSJP
151;Short-Term Bond ETF Vanguard;BSV
152;Velocity VIX Tail Risk;BSWN
153;US Anti-Beta Fund Mkt Neutral Quantshares;BTAL
154;B2Gold Corp;BTG
155;Ballantyne Strong Inc;BTN
156;Biotime Inc;BTX
157;Biotime Inc Warrants;BTX.W
158;Uscf Summerhaven Shpei Index Fund;BUY
159;Uscf Summerhaven Shpen Index Fund;BUYN
160;Sprott Buzz Social Media Insights ETF;BUZ
161;Brand Value ETF;BVAL
162;Bovie Medical Corp;BVX
163;Bowl Amer Inc Cl A;BWL.A
164;CBOE S&P 500 Buywrite Index ETN Ipath;BWV
165;Intl Treasury Bond ETF SPDR;BWX
166;Short-Term Intl Treasury Bond ETF SPDR;BWZ
167;Yield Optimized Bond Ishares;BYLD
168;Wisdomtree Brazilian Real Fund;BZF
169;Blackrock Maryland Muni Trust;BZM
170;Ultrashort MSCI Brazil Proshares;BZQ
171;Coffee Pure Beta ETN Ipath;CAFE
172;Pacer US Small Cap Cash Cows 100 ETF;CALF
173;Teucrium Sugar;CANE
174;Can-Fite Biopharma Ltd;CANF
175;Barclays Schiller Cape ETN;CAPE
176;CCA Industries;CAW
177;Issuer Scd Corp Bond SPDR;CBND
178;Chinaamc China Vaneck ETF;CBON
179;MFS California Insured Muni Trust;CCA
180;Chase Corp;CCF
181;Cambria Core Equity ETF;CCOR
182;Condor Hospitality T;CDOR
183;Central Fund of Canada;CEF
184;Etracs Mt Pay 2X Closed-End Fund ETN;CEFL
185;Exchange Listed Funds Trust ETF;CEFS
186;Camber Energy Inc;CEI
187;Emrg Mkts Corporate Bond Fund Ishares;CEMB
188;Central Securities Corp;CET
189;Eaton Vance California Muni Income Trust;CEV
190;Wisdomtree Emerging Currency Fund;CEW
191;S&P Global Water Guggenheim;CGW
192;Aberdeen Chile Fund;CH
193;Direxion CSI 300 China A 1X;CHAD
194;Direxion CSI 300 China A 2X;CHAU
195;US Value Fund Mkt Neutral ETF Quantshares;CHEP
196;Diversified Impact U.S. Large Cap Fossil Fuel F;CHGX
197;G-X China Energy ETF;CHIE
198;G-X China Industrials ETF;CHII
199;G-X China Materials ETF;CHIM
200;G-X China Consumer ETF;CHIQ
201;G-X China Financials ETF;CHIX
202;Cocoa Pure Beta ETN Ipath;CHOC
203;Credit Suisse Asset Management;CIK
204;Cision Ltd Warrants;CIS.W
205;Compx International Inc;CIX
206;Bofa Crossover Corp Bond ETF SPDR;CJNK
207;Ckx Lands;CKX
208;Proshares Long Online/Short Stores ETF;CLIX
209;Cornerstone Strategic Value Fund;CLM
210;Treasury Collateral Portfolio PS;CLTL
211;10+ Year Credit Bond Ishares;CLY
212;Ishares Int-Rate Hedged 10 Year Bond;CLYH
213;CMBS Bond Ishares;CMBS
214;Caledonia Mining Cp;CMCL
215;DOW Jones-UBS Roll Select Ishares;CMDT
216;S&P CA Municipal Bond Ishares;CMF
217;Core Molding Technologies Inc;CMT
218;Db-Xt MSCI All China Eq;CN
219;IQ Canada Smallcap ETF;CNDA
220;Ishares Consumer Disc Multifactor;CNDF
221;CSOP MSCI China A International;CNHX
222;Ishares Consumer Staple Multifactor;CNSF
223;Chinaamc Sme-Chn Vaneck ETF;CNXT
224;RMB/USD ETN Vaneck;CNY
225;Ishares China A ETF;CNYA
226;Cohen & Co Inc;COHN
227;Direxion Auspice Broad Commodity Strategy ETF;COM
228;Commodity Broad Strategy No K-1 ETF;COMB
229;GSCI Commodity Broad Strategy No K-1 ETF;COMG
230;G-X Copper Miners ETF;COPX
231;Teucrium Corn;CORN
232;Invest Grade Corp Bd Index ETF Pimco;CORP
233;DJ-UBS Livestock TR Sub-Idx ETN Ipath;COW
234;Livestock Subindex TR ETN Ipatha Series B Bloomb;COWB
235;Pacer US Cash Cows 100 ETF;COWZ
236;US Copper;CPER
237;China Pharma Holdings;CPHI
238;IQ Real Return ETF;CPI
239;Cheniere Energy Partners LP Holdings Llc;CQH
240;Cheniere Energy Partners LP;CQP
241;China Technology ETF Guggenheim;CQQQ
242;Oil Refiners Vaneck ETF;CRAK
243;Ishares ACWI Low Carbon Target ETF;CRBN
244;Cornerstone Strategic Return Fund;CRF
245;CRH Medical Corp;CRHM
246;Cormedix Inc;CRMD
247;Ultrashort Australian Proshares;CROC
248;IQ Global Agribusiness Smallcap ETF;CROP
249;Crystal Rock Holdings;CRVP
250;Guggenheim S&P Spin-Off ETF;CSD
251;Largecap Core Proshares Lus;CSM
252;Cynergis Tek Inc;CTEK
253;Cotton Pure Beta ETN Ipath;CTNN
254;Consolidated-Tomoka Land Co;CTO
255;Virtus Cumberland Municipal Bond ETF;CUMB
256;Continental Materials Corp;CUO
257;Copper Pure Beta ETN Ipath;CUPM
258;Healthcare Bull 3X Direxion ETF;CURE
259;Guggenheim MSCI Global Timber ETF;CUT
260;Cel-Sci Corp;CVM
261;Cel-Sci Corp;CVM.W
262;Chicago Rivet & Machine Co;CVR
263;Corindus Vascular Robotics Inc;CVRS
264;CPI Aerostructures;CVU
265;Multi Asset Income Guggenheim;CVY
266;Cwa Income ETF;CWAI
267;Convertible Secs Barclays Capital SPDR;CWB
268;Direxion CSI China Internet Idx Bull 2X;CWEB
269;ACWI [Ex-Us] MSCI ETF SPDR;CWI
270;Advisorshares Focused Equity ETF;CWS
271;Wisdomtree Chinese Yuan Fund;CYB
272;Midcap Core Guggenheim;CZA
273;DB Agriculture 2X ETN Powershares;DAG
274;Anfield Capital Diversified Alternatives ETF;DALT
275;Citigroup Global Markets Holdings Inc;DAUD
276;DB Agriculture Fund PS;DBA
277;Db-Xt MSCI Asia Pacific Ex-Japan Hgd Eq;DBAP
278;Db-Xt MSCI All World Ex-US Hgd Eq;DBAW
279;DB Base Metals ETN Powershares;DBB
280;Db-Xt MSCI Brazil Hgd Eq;DBBR
281;DB Commodity Index Powershares;DBC
282;DB Energy Powershares;DBE
283;Db-Xt MSCI EAFE Hgd Eq;DBEF
284;Db-Xt MSCI EM Mkts Hgd Eq;DBEM
285;Db-Xt MSCI EAFE Smcp Hgd Eq;DBES
286;Db-Xt MSCI Europe Hgd Eq;DBEU
287;Db-Xt MSCI Eurozone Hdg Eq;DBEZ
288;Db-Xt MSCI Germany Hgd Eq;DBGR
289;Db-Xt MSCI Japan Hgd Eq;DBJP
290;Db-Xt MSCI South Korea Hgd Eq;DBKO
291;Db-Xt MSCI Mexico Hgd Eq;DBMX
292;DB Oil Powershares;DBO
293;DB Precious Metals Powershares;DBP
294;Credit Suisse Axelatrader 3X Inverse Brent Crude;DBRT
295;DB Silver Powershares;DBS
296;DB Xt MSCI UK Hedged Equity;DBUK
297;DB G10 Currency Harvest Powershares;DBV
298;Citigroup Global Markets Holdings Inc;DCHF
299;Seasonal Natural Gas ETN Ipath;DCNG
300;Wisdomtree Europe Eqty Dynamic Currency Hedged;DDEZ
301;Oil & Gas Short Proshares;DDG
302;Wisdomtree Japan Eqty Dynamic Currency Hedged;DDJP
303;Wisdomtree Intl Smallcap Dynamic Currency Hedged;DDLS
304;Ultra DOW 30 Proshares;DDM
305;DB Commodity -1X ETN Powershares;DDP
306;Wisdomtree Intl Eqty Dynamic Currency Hedged;DDWM
307;DB Commodity Double Short ETN;DEE
308;Db-Xt FTSE Dvlpd Ex US Comp Factor ETF;DEEF
309;Defensive Equity Guggenheim;DEF
310;Ishares EAFE Adaptive Currency Hedge;DEFA
311;Emrg Mkts Equity Inc Wisdomtree;DEM
312;Db-Xt FTSE Emerging Comp Factor ETF;DEMG
313;Democratic Policies Fund;DEMS
314;Smallcap Dividend Wisdomtree;DES
315;Db-Xt Russell 2000 Comp Factor ETF;DESC
316;Citigroup Global Markets Holdings Inc;DEUR
317;Db-Xt Russell 1000 Comp Factor ETF;DEUS
318;Global Equity Income Wisdomtree;DEW
319;Ishares Japan Adaptive Currency Hedge;DEWJ
320;Ishares Eurozone Adaptive Currency Hedge;DEZU
321;Europe Smallcap Dividend Wisdomtree;DFE
322;Direxion Daily Aerospace Defense Bull 3X Shares;DFEN
323;Japan Smallcap Dividend Wisdomtree;DFJ
324;Reality Divcon Dividend Defender ETF;DFND
325;Natural Gas -3X Inverse ETN Velocityshares;DGAZ
326;Citigroup Global Markets Holdings Inc;DGBP
327;DB Gold Powershares;DGL
328;DB Gold 2X ETN Powershares;DGP
329;Dividend Growth Ishares;DGRO
330;Emrg Mkts Smallcap Div Wisdomtree;DGS
331;Dgse Companies Inc;DGSE
332;Global DOW ETF SPDR;DGT
333;DB Gold -1X ETN Powershares;DGZ
334;Wisdomtree Intl Dividend Dynamic Currency Hedged;DHDG
335;Equity Income Wisdomtree;DHS
336;Diamond Hill Valuation-Weighted;DHVW
337;Credit Suisse High Yield Bond Fund;DHY
338;DOW Industrials SPDR;DIA
339;Columbia Diversified Fixed Income Allocation ETF;DIAL
340;Ultra Oil & Gas Proshares;DIG
341;Intl Midcap Dividend Wisdomtree;DIM
342;Agriculture Pure Beta ETN Ipath;DIRT
343;Amcon Distributing Company;DIT
344;G-X Super Dividend ETF;DIV
345;Quantshares Hedged Dividend Income ETF;DIVA
346;Ishares U.S. Dividend and Buyback ETF;DIVB
347;Citigroup Inc C-Tracks ETN;DIVC
348;Amplify Yieldshares Cwp Dividend Option Inc ETF;DIVO
349;Reality Shares Divs ETF;DIVY
350;DJ-UBS Commodity Idx TR ETN UBS E-Tracs;DJCI
351;Guggenheim DOW Jones Indu ETF;DJD
352;DJ-UBS Commodity Idx TR ETN Ipath;DJP
353;Citigroup Global Markets Holdings Inc;DJPY
354;Delta Apparel;DLA
355;Velocityshares Short Libor;DLBR
356;Largecap Dividend Wisdomtree;DLN
357;Intl Smallcap Dividend Wisdomtree;DLS
358;Dreyfus Muni Income;DMF
359;Deltashares S&P Intl Managed Risk ETF;DMRI
360;Deltashares S&P 500 Managed Risk ETF;DMRL
361;Deltashares S&P 400 Managed Risk ETF;DMRM
362;Deltashares S&P 600 Managed Risk ETF;DMRS
363;Global Ex-US Growth Wisdomtree;DNL
364;Denison Mines Corp;DNN
365;US Short Oil;DNO
366;DJ High Yield Select 10 ETN Elements;DOD
367;DOW 30 Short Proshares;DOG
368;Arrow Dogs of The World ETF;DOGS
369;Intl Largecap Dividend Wisdomtree;DOL
370;Midcap Dividend Wisdomtree;DON
371;Intl Div Ex-Financials Wisdomtree;DOO
372;Dev Mkts Bear 3X Direxion ETF;DPK
373;Direxion Regional Banks Bull 3X;DPST
374;Digital Power Corp;DPW
375;Direxion S&P Oil & Gas Expl Bear 3X;DRIP
376;Real Estate Bull 3X Direxion;DRN
377;Euro -2X ETN Vaneck;DRR
378;Real Estate Bear 3X Direxion;DRV
379;Global Ex-US Real Estate Wisdomtree;DRW
380;KLD 400 Social Index Ishares;DSI
381;Document Security Systems;DSS
382;Chinese Yuan Dim Sum Bond Powershares;DSUM
383;Total Dividend Wisdomtree;DTD
384;Alps Disruptive Technologies ETF;DTEC
385;DEFA Equity Income Wisdomtree;DTH
386;Dividend Ex-Financials Wisdomtree;DTN
387;DB Crude Oil -2X ETN Powershares;DTO
388;Ultrashort Oil & Gas Proshares;DUG
389;Direxion Daily Industrials Bull 3X Shares;DUSL
390;Gold Miners Bear 3X Direxion ETF;DUST
391;Wisdomtree EM Dividends Fund;DVEM
392;Etracs Mt Pay 2X Dvrsfd High Income ETN;DVHL
393;Deep Value ETF;DVP
394;Asia Pacific Dividend 30 Ishares;DVYA
395;Emrg Mkts Dividend Ishares;DVYE
396;DJ 2X Select Dividend ETN;DVYL
397;DEFA Wisdomtree;DWM
398;Velocity 3X Inverse Crude Oil;DWT
399;S&P Dividend Intl SPDR;DWX
400;Ultrashort DOW 30 Proshares;DXD
401;Dunxin Financial Holdings Ltd.;DXF
402;Japan Hedged Equity Wisdomtree;DXJ
403;Wisdomtree Japan Capital Goods Hedged Fund;DXJC
404;Wisdomtree Japan Financials Hedged Fund;DXJF
405;Wisdomtree Japan Healthcare Hedged Fund;DXJH
406;Wisdomtree Japan Real Estate Hedged Fund;DXJR
407;Daxor Corp;DXR
408;Wisdomtree Global Ex-US Hedged Divd Fund;DXUS
409;Wisdomtree Bearish U.S. Equity Fund;DYB
410;Wisdomtree L/S US Eqty Dynamic;DYLS
411;DB Commodity 2X ETN Powershares;DYY
412;Dev Mkts Bull 3X Direxion ETF;DZK
413;DB Gold -2X ETN Powershares;DZZ
414;Wells Fargo Advantage;EAD
415;EM Local Bond ETF Barclays Capital SPDR;EBND
416;Ellsworth Convertible Growth and Income;ECF
417;Ellsworth Fund Ltd;ECF-A
418;Chile Index MSCI Ishares;ECH
419;China Smallcap MSCI Ishares;ECNS
420;Emrg Mkts Consumer Egshares;ECON
421;Emrg Mkts Bull 3X Direxion;EDC
422;Denmark Index MSCI Ishares;EDEN
423;S&P Emrg Mkts Dividend SPDR;EDIV
424;Alps Emerging Sector Dividend;EDOG
425;Wisdomtree Europe Domestic Ecomony Fund;EDOM
426;First Trust DOW 30 Equal Weight ETF;EDOW
427;Extended Dur Trs Idx ETF Vanguard;EDV
428;Emrg Mkts Bear 3X Direxion;EDZ
429;BRIC Guggenheim;EEB
430;Spectrum Lg Cap U.S. Sector ETN Elements;EEH
431;S&P EM Low Vol Powershares;EELV
432;Emrg Mkts ETF MSCI Ishares;EEM
433;Aam S&P Emerging Markets High Dividend Value ETF;EEMD
434;S&P EM Momentum Portfolio PS;EEMO
435;Emrg Mkts Smallcap MSCI Ishares;EEMS
436;Emrg Mkts Min Vol Idx MSCI Ishares;EEMV
437;EM Fossil Fuel Reserves MSCI ETF SPDR;EEMX
438;Smallcap Earnings Wisdomtree;EES
439;Ultra MSCI Emrg Mkts Proshares;EET
440;Ultrashort MSCI Emrg Mkts Proshares;EEV
441;EAFE Index MSCI Ishares;EFA
442;EAFE Dividend Growth Proshares;EFAD
443;EAFE Min Volatility MSCI Ishares;EFAV
444;EAFE Fossil Fuel Reserves Free MSCI ETF SPDR;EFAX
445;G-X JPM Efficiente Index ETF;EFFE
446;EAFE Growth Index MSCI Ishares;EFG
447;Finland Index MSCI Ishares;EFNL
448;Ultra MSCI EAFE Proshares;EFO
449;Ultrashort MSCI EAFE Proshares;EFU
450;EAFE Value Index MSCI Ishares;EFV
451;EAFE MSCI Short Proshares;EFZ
452;Entree Resources Ltd;EGI
453;Egypt Index ETF Vaneck;EGPT
454;Eaton Vance California Muni Bond II;EIA
455;Indonesia Index MSCI Ishares;EIDO
456;Eaton Vance Muni Bond Fund;EIM
457;Eaton Vance Ohio Muni Bond Fund;EIO
458;Eaton Vance Pennsylvania Muni Bond;EIP
459;Ireland Index MSCI Ishares;EIRL
460;Israel Index MSCI Ishares;EIS
461;Eaton Vance Muni Bond Fund II;EIV
462;Innovation Shares Nextgen Vehicles & Technology;EKAR
463;Emrg Mkts Local Debt Wisdomtree;ELD
464;Ellomay Capital Ltd Ordinary Sh;ELLO
465;Electromed Inc;ELMD
466;EM Aggregate Bond Vaneck ETF;EMAG
467;Emagin Corp;EMAN
468;Ishares Int-Rate Hedged EM Bond;EMBH
469;Direxion Emerging Markets Bond Bull 3X Shares;EMBU
470;Emerging Markets Proshares;EMDV
471;Virtus Glovista Emerging Markets ETF;EMEM
472;G-X Next Emerging & Frontier ETF;EMFM
473;Ishares MSCI Multifactor EM ETF;EMGF
474;Emrg Mkts High Yield Bond Fund Ishares;EMHY
475;Eaton Vance Michigan Muni Income Trust;EMI
476;Db-Xt EM Bond Int Rate Hdged ETF;EMIH
477;Eaton Vance New Jersey Muni Bond;EMJ
478;Ipath Long Enhcd MSCI EM Index ETN;EMLB
479;Emrg Mkts Local Curr Bond ETF Vaneck;EMLC
480;North American Energy Infr Fund FT;EMLP
481;Emrg Mkts Internet and Ecommerce Etc;EMQQ
482;Wisdomtree Strong Dollar EM Eqty Fund;EMSD
483;Short-Term USD EM Bond Proshares;EMSH
484;EM Fixed Income ETF SPDR;EMTL
485;Proshares Decline of The Retail Store ETF;EMTY
486;Emx Royalty Group;EMX
487;Alerian Energy Infrastructure E;ENFR
488;Norway Index MSCI Ishares;ENOR
489;Enerjex Resources Inc;ENRJ
490;Enservco Corpporation;ENSV
491;Entrepreneur 30 Fund;ENTR
492;Eaton Vance New York Muni Bond Fund;ENX
493;Canadian Energy Income Guggenheim;ENY
494;Philippines Index MSCI Ishares;EPHE
495;India Earnings Wisdomtree;EPI
496;Evolution Petroleum Corp;EPM
497;Poland Index MSCI Ishares;EPOL
498;Pacific Ex-Japan MSCI Ishares;EPP
499;Elkhorn S&P High Quality Preferred;EPRF
500;Earnings 500 Wisdomtree;EPS
501;Peru Index MSCI Ishares;EPU
502;Ultrashort FTSE Europe Proshares;EPV
503;Russell 1000 EW ETF PS;EQAL
504;Alps Equal Sector Weight ETF;EQL
505;Workplace Equality Portfolio ETF;EQLT
506;Russell Top 200 EW ETF PS;EQWL
507;Russell Midcap EW ETF PS;EQWM
508;Russell 2000 EW ETF PS;EQWS
509;Wells Fargo Advantage Multi-Sector;ERC
510;Ishares Energy Multifactor;ERGF
511;Wells Fargo Advantage Utilities and High;ERH
512;Equitycompass Risk Manager ETF;ERM
513;Erin Energy Corp;ERN
514;EUR/USD Exchange Rate ETN Ipath;ERO
515;Russia Index MSCI Ishares;ERUS
516;Energy Bull 3X Direxion;ERX
517;Energy Bear 3X Direxion;ERY
518;Empire State Realty Op LP;ESBA
519;Global ESG Revenue ETF Oppenheimer;ESGF
520;ESG Revenue ETF Oppenheimer;ESGL
521;Columbia Sustainable Internatio;ESGN
522;Columbia Sustainable U.S. Equit;ESGS
523;Columbia Sustainable Global Equ;ESGW
524;Ensync Inc;ESNC
525;Espey Mfg. & Electronics;ESP
526;Etho Climate Leadership U.S. ETF;ETHO
527;Wisdomtree Europe Dividend Growth Fund;EUDG
528;Europe Dividend Proshares;EUDV
529;Direxion European Financials Bull 2X;EUFL
530;Euro Short Proshares;EUFX
531;Emrg Mkts MSCI Short Proshares;EUM
532;Europe Minimum Vol Ishares ETF;EUMV
533;Ultrashort Euro Proshares;EUO
534;Direxion FTSE Europe Bull 3X;EURL
535;Db-Xt MSCI Southern Europe Hedged Eqty ETF;EURZ
536;US Index MSCI Ishares;EUSA
537;Wisdomtree Europe Hedged Smallcap Eqty ETF;EUSC
538;Direxion Daily Euro Stoxx 50 Bull 3X Shares;EUXL
539;Evans Bancorp;EVBN
540;Envirostar Inc.;EVI
541;Velocityshares 1X Long Vstoxx Futures ETN;EVIX
542;Eaton Vance New Jersey Muni Income Trust;EVJ
543;Eaton Vance California Muni Bond Fund;EVM
544;Eaton Vance Ohio Muni Income Trust;EVO
545;Eaton Vance Pennsylvania Muni Income Trust;EVP
546;Eaton Vance Limited Duration;EVV
547;Environmental Svcs ETF Vaneck;EVX
548;Eaton Vance New York Muni Income Trust;EVY
549;Australia Index MSCI Ishares;EWA
550;Canada Index MSCI Ishares;EWC
551;Sweden Index MSCI Ishares;EWD
552;Emrg Mkts Eq WT MSCI Guggenheim;EWEM
553;Germany Index MSCI Ishares;EWG
554;Germany Smallcap MSCI Ishares;EWGS
555;Hong Kong Index MSCI Ishares;EWH
556;Italy Index MSCI Ishares;EWI
557;Japan Index MSCI Ishares;EWJ
558;Belgium Index MSCI Ishares;EWK
559;Switzerland Index MSCI Ishares;EWL
560;Malaysia Index MSCI Ishares;EWM
561;Guggenheim S&P Midcap 400 EW ETF;EWMC
562;Netherlands Invstbl Mkt Idx Ishares ETF;EWN
563;Austria Index MSCI Ishares;EWO
564;Spain Index MSCI Ishares;EWP
565;France Index MSCI Ishares;EWQ
566;Guggenheim S&P 500 EW ETF;EWRE
567;Singapore Index MSCI Ishares;EWS
568;Guggenheim S&P Smallcap 600 EW ETF;EWSC
569;Taiwan Index MSCI Ishares;EWT
570;UK Index MSCI Ishares;EWU
571;UK Smallcap MSCI Ishares;EWUS
572;Ultrashort MSCI Japan Proshares;EWV
573;Mexico Index MSCI Ishares;EWW
574;S&P Emrg Mkts Smallcap SPDR;EWX
575;South Korea Index MSCI Ishares;EWY
576;Brazil Index MSCI Ishares;EWZ
577;S&P Global Industrials Ishares;EXI
578;Velocityshares 1X Daily Inverse Vstoxx Futures E;EXIV
579;Total Earnings Wisdomtree;EXT
580;Cambria Emerging Shareholder Yield ETF;EYLD
581;South Africa Index MSCI Ishares;EZA
582;Ultra MSCI Japan Proshares;EZJ
583;Midcap Earnings Wisdomtree;EZM
584;Eurozone ETF MSCI Ishares;EZU
585;Global Wind Energy First Trust;FAN
586;Prosports Sponsors ETF;FANZ
587;Financial Bull 3X Direxion;FAS
588;Australia Alphadex First Trust;FAUS
589;Aberdeen Asia-Pacific;FAX
590;Financial Bear 3X Direxion;FAZ
591;FI Enhanced Large Cap Growth ETN;FBGX
